Date,Team,Acquired,Relinquished,Notes
2007-09-21,Hornets,. Jim Thrash,,hired as scout
2007-09-21,Hornets,. Rich Sheubrooks,,hired as director of global scouting
2007-09-21,Hornets,. Scott Howard,,hired as director of scouting
2007-09-25,Hornets,,. Dell Curry,resigned as assistant coach (but remained with team)
2007-09-25,Hornets,. Mike Sanders,,hired as assistant coach
2007-10-01,Hornets,. C.J. Watson,,signed free agent
2007-10-01,Hornets,. Derek Anderson,,re-signed unrestricted free agent
2007-10-01,Hornets,. Gabe Muoneke,,signed free agent
2007-10-01,Hornets,. Jameel Watkins,,signed free agent
2007-10-01,Hornets,. Marcus Campbell,,signed free agent
2007-10-01,Hornets,Ayudeji Akindele / Deji Akindele,,signed free agent
2007-10-10,Hornets,. Sean May,,microfracture surgery on right knee (out for season)
2007-10-13,Hornets,,. Gabe Muoneke,waived
2007-10-13,Hornets,,. Marcus Campbell,waived
2007-10-13,Hornets,,Ayudeji Akindele / Deji Akindele,waived
2007-10-24,Hornets,,. C.J. Watson,waived
2007-10-24,Hornets,,. Jameel Watkins,waived
2007-12-14,Hornets,. Nazr Mohammed,. Primoz Brezec. Walter Herrmann,trade with Pistons
2008-01-31,Hornets,. Earl Boykins,,signed free agent for the remainder of the season
2008-02-29,Hornets,,. Jeff McInnis,waived
2008-04-26,Hornets,,. Sam Vincent,fired as head coach
2008-04-29,Hornets,. Larry Brown,,hired as head coach
2008-06-04,Hornets,. Dave Hanners,,hired as assistant coach
2008-06-04,Hornets,. Jeff Capel,,re-signed as assistant coach
2008-06-04,Hornets,. LaSalle Thompson,,hired as strength and conditioning coach
2008-06-04,Hornets,. Phil Ford,,re-signed as assistant coach
2008-06-04,Hornets,. Steve Stricker,,hired as trainer
2008-06-25,Hornets,. 2008 first round pick (#20-Alexis Ajinca / Alex Ajinca),". first round pick (protected lottery in 2009, top 12 in 2010, top 10 in 2011, top 8 in 2012, top 3 in 2013, unprotected in 2014) (2010 #16-Luke Babbitt)",trade with Nuggets
2008-06-26,Hornets,. Alexis Ajinca / Alex Ajinca,,2008 NBA draft first round pick (#20 overall)
2008-06-26,Hornets,. D.J. Augustine,,2008 NBA draft first round pick (#9 overall)
2008-06-26,Hornets,. Kyle Weaver,,2008 NBA draft second round pick (#38 overall)
2008-06-27,Hornets,. Emeka Okafor,,"team tendered qualifying offer, making player a restricted free agent"
2008-06-27,Hornets,. Jermareo Davidson,,team exercised contract option for 2008-09
2008-06-27,Hornets,. Ryan Hollins,,"team tendered qualifying offer, making player a restricted free agent"
2008-07-01,Hornets,,. Othella Harrington,team declined contract option
2008-07-07,Hornets,. Herb Brown,,hired as assistant coach
2008-07-08,Hornets,. Alexis Ajinca / Alex Ajinca,,"signed first round pick to a 2-year, $2.6M contract with a 2-year, $3.7M team option"
2008-07-08,Hornets,. D.J. Augustine,,"signed first round pick to a 2-year, $4.6M contract with a 2-year, $5.8M team option"
2008-07-25,Hornets,. Ryan Hollins,,"re-signed restricted free agent to a 1-year, $1M contract"
2008-07-29,Hornets,. Emeka Okafor,,"re-signed restricted free agent to a 6-year, $72M contract"
2008-08-05,Hornets,,. Earl Boykins,"signed by Virtus Bologna of the Italian League to a 1-year, $3.5M contract"
2008-08-06,Hornets,. Shannon Brown,,signed free agent (from Bulls) to a 1-year contract
2008-08-11,Hornets,. 2009 second round pick (#40-Derrick Brown),. rights to Kyle Weaver,trade with Sonics
2008-09-27,Hornets,. Andre Brown,,signed free agent
2008-09-27,Hornets,. Donell Taylor,,signed free agent
2008-09-27,Hornets,. LaSalle Thompson,,promoted to assistant coach
2008-09-27,Hornets,. Marcus Williams (E.),,signed restricted free agent (from Clippers)
2008-10-14,Hornets,,. Donell Taylor,waived
2008-10-14,Hornets,,. Marcus Williams (E.),waived
2008-10-15,Hornets,. Adam Morrison,,team exercised contract option through 2009-10
2008-10-15,Hornets,. Jared Dudley,,team exercised contract option through 2009-10
2008-10-15,Hornets,. Justin Williams,,signed free agent
2008-10-23,Hornets,,. Justin Williams,waived
2008-10-27,Hornets,,. Jermareo Davidson,waived
2008-10-28,Hornets,. Linton Johnson III,,signed free agent
2008-11-19,Hornets,,. Andre Brown,waived
2008-11-19,Hornets,,. Linton Johnson III,waived
2008-11-24,Hornets,. Dwayne Jones,,signed free agent
2008-12-10,Hornets,. Boris Diaw. Raja Bell. Sean Singletary,. Jason Richardson. Jared Dudley. 2010 second round pick (#46-Gani Lawal),trade with Suns
2008-12-12,Hornets,,. Dwayne Jones,waived
2008-12-12,Hornets,. Juwan Howard,,signed unrestricted free agent
2009-01-16,Hornets,. DeSagana Diop,. Matt Carroll. Ryan Hollins,trade with Mavericks
2009-01-29,Hornets,. Cartier Martin,,signed free agent to a 10-day contract
2009-02-06,Hornets,. Cartier Martin,,re-signed to a second 10-day contract
2009-02-07,Hornets,. Vladimir Radmanovic,. Adam Morrison. Shannon Brown,trade with Lakers
2009-02-18,Hornets,. Cartier Martin,,re-signed for the remainder of the season
2009-03-08,Hornets,. Dontell Jefferson,,signed free agent to a 10-day contract
2009-03-21,Hornets,. Dontell Jefferson,,re-signed to a second 10-day contract
2009-03-31,Hornets,. Dontell Jefferson,,re-signed for the remainder of the season
2009-06-22,Hornets,,. Sean May,"team declined to extend qualifying offer, making player an unrestricted free agent"
2000-01-19,Bucks,. 2000 second round pick (#49-Jason Hart). 2002 second round pick (#47-Chris Owens),. Dale Ellis,trade with Hornets
2000-02-07,Bucks,,. Haywoode Workman,waived
2000-02-16,Bucks,. Mirsad Turkcan,,signed free agent for the remainder of the season
2000-04-19,Bucks,. Maceo Baston,,signed free agent to a 2-year contract
2000-06-27,Bucks,. Jason Caffey. Billy Owens,. J.R. Reid. Robert Traylor / Tractor Traylor. Vinny Del Negro,"3-team trade with Cavaliers, Warriors"
2000-06-28,Bucks,. Jason Collier,,2000 NBA draft first round pick (#15 overall)
2000-06-28,Bucks,. Jason Hart,,2000 NBA draft second round pick (#49 overall)
2000-06-28,Bucks,. Michael Redd,,2000 NBA draft second round pick (#43 overall)
2000-06-28,Bucks,. rights to Joel Przybilla,. rights to Jason Collier. 2001 first round pick (protected top 10) (#22-Jeryl Sasser),trade with Rockets
2000-07-08,Bucks,. Jason Hart,,"signed second round pick to a 1-year, minimum contract with a 1-year team option"
2000-07-08,Bucks,. Joel Przybilla,,"signed first round pick to a 3-year, $5.22M contract with a fourth year, $2.37M team option"
2000-07-18,Bucks,. Michael Redd,,signed second round pick to a 1-year contract with a 1-year team option
2000-08-01,Bucks,. Tim Thomas,,"re-signed free agent to a 6-year, $67M contract"
2000-08-02,Bucks,,. Danny Manning,waived (team bought out contract)
2000-08-11,Bucks,. Darvin Ham,,"re-signed free agent to a 2-year, $3.4M contract"
2000-08-22,Bucks,. Lindsey Hunter,. Billy Owens,trade with Pistons
2000-09-27,Bucks,,. Maceo Baston,waived
2000-09-27,Bucks,. Mark Pope,,signed free agent to a minimum contract
2000-09-27,Bucks,. Roberto Bergersen,,signed free agent to a $317K contract
2000-10-02,Bucks,. Harold Ellis,,signed free agent to a $523.5K contract
2000-10-02,Bucks,. Jameel Watkins,,signed free agent to a $317K contract
2000-10-20,Bucks,,. Harold Ellis,waived
2000-10-26,Bucks,,. Jameel Watkins,waived
2000-10-26,Bucks,,. Roberto Bergersen,waived
2000-11-24,Bucks,. Jerome Kersey,,signed free agent to a $1M contract
2001-03-28,Bucks,. George Karl,,"re-signed as head coach to a reported 2-year, $14M contract extension through 2003-04"
2001-05-07,Bucks,. 2001 second round pick (2001 #51-Andre Hutson),,received from Bulls to complete 1999 Andrew Lang trade
2001-06-19,Bucks,. Darvin Ham,,player exercised contract option 2001-02 season
2001-06-27,Bucks,. Andre Hutson,,2001 NBA draft second round pick (#52 overall)
2001-06-28,Bucks,. Greg Foster,. Lindsey Hunter,trade with Lakers
2001-06-28,Bucks,. Scott Williams,,team exercised $4.65M contract option for 2001-02
2001-07-30,Bucks,. Rafer Alston,,"re-signed to a 1-year, $650K contract"
2001-08-02,Bucks,. Larry Harris,,promoted to assistant general manager
2001-09-05,Bucks,. Dan Kohl,,promoted to director of player personnel
2001-09-29,Bucks,. Brian Taylor,,"signed free agent (from Clippers) to a non-guaranteed, minimum contract"
2001-09-29,Bucks,. Byron Houston,,"signed free agent to a non-guaranteed, minimum contract"
2001-09-29,Bucks,. Mark Strickland,,"signed free agent (from Nets) to a non-guaranteed, minimum contract"
2001-10-01,Bucks,. Mark Pope,,re-signed to a minimum contract
2001-10-04,Bucks,,. Mark Strickland,waived
2001-10-05,Bucks,. Tim Grgurich,,hired as basketball consultant
2001-10-22,Bucks,. Aleksandar Radojevic. 2002 second round pick (#33-Dan Gadzuric),. Scott Williams. first round pick (2004 #17-Josh Smith),"3-team trade with Nuggets, Rockets"
2001-10-23,Bucks,. Ervin Johnson,,"re-signed to a 2-year, $9.5M contract extension through 2004-05"
2001-10-25,Bucks,,. Brian Taylor,waived
2001-10-25,Bucks,,. Byron Houston,waived
2001-10-25,Bucks,. Anthony Mason Sr.,,"signed free agent (from Heat) to a 4-year, $21M contract"
2001-10-29,Bucks,,. Aleksandar Radojevic,waived
2001-10-29,Bucks,,. Jason Hart,waived
2001-11-28,Bucks,. Darvin Ham,,activated from IL
2002-02-07,Bucks,. Sam Cassell,,"re-signed to a 3-year, $17-18.2M contract extension through 2005-06"
2002-03-05,Bucks,. Greg Anthony,,signed free agent for the remainder of the season
2007-07-19,Bucks,,. Toni Kukoc,renounced rights
2007-07-20,Bucks,. Jake Voskuhl,,"signed unrestricted free agent to a 1-year, $3M contract"
2007-07-23,Bucks,. Desmond Mason,,"signed unrestricted free agent (from Hornets) to a 2-year, $11M contract"
2007-07-24,Bucks,. Maurice Williams / Mo Williams,,"re-signed unrestricted free agent to a 6-year, $51.5M contract"
2007-08-07,Bucks,. Awvee Storey,,signed free agent to a 2-year contract
2007-08-29,Bucks,. Yi Jianlian / Jianlian Yi,,"signed first round pick to a 2-year, $5.8M contract with a 2-year, $7.2M team option"
2007-09-07,Bucks,,. Damir Markota,waived
2007-09-11,Bucks,. Ramon Sessions,,signed second round pick
2007-09-15,Bucks,. Jarrin Akana,,hired as assistant coach for player development
2007-09-18,Bucks,. Royal Ivey,,signed free agent to a 1-year contract
2007-09-20,Bucks,,. Scott Howard,resigned as scout (date approximate)
2007-09-20,Bucks,. Charlie Bell,,"re-signed restricted free agent to a 5-year, $18.5M contract (matched Heat offer sheet)"
2007-09-22,Bucks,. Michael Ruffin,,signed unrestricted free agent (from Wizards)
2007-09-24,Bucks,,. Lynn Greer,waived
2007-09-25,Bucks,. Samaki Walker,,signed free agent
2007-10-17,Bucks,,. Samaki Walker,waived
2008-03-14,Bucks,,. David Noel,waived
2008-03-19,Bucks,,. Larry Harris,fired as general manager
2008-04-11,Bucks,. John Hammond,,hired as general manager
2008-04-17,Bucks,,. Larry Krystkowiak,fired as head coach
2008-04-21,Bucks,. Scott Skiles,,hired as head coach
2008-05-13,Bucks,. Dave Dean,,hired as director of basketball administration
2008-05-13,Bucks,. Jon Horst,,hired as director of basketball operations
2008-05-13,Bucks,. Marc Boff,,hired as head athletic trainer
2008-05-14,Bucks,. Bill Peterson,,re-signed as assistant coach
2008-05-14,Bucks,. Jim Boylan,,hired as assistant coach
2008-05-14,Bucks,. Joe Wolf,,hired as assistant coach
2008-05-14,Bucks,. Kelvin Sampson,,hired as assistant coach
2008-05-14,Bucks,. Lionel Hollins,,hired as assistant coach
2008-05-15,Bucks,,. Jerome Kersey,fired as assistant coach
2008-05-15,Bucks,,. Mike Schuler,fired as assistant coach
2008-05-15,Bucks,,. Troy Wetzel,retired as athletic trainer (date approximate)
2008-06-10,Bucks,. Billy McKinney,,hired as director of scouting
2008-06-26,Bucks,. Richard Jefferson,. Yi Jianlian / Jianlian Yi. Bobby Simmons,trade with Nets
2008-06-26,Bucks,. Joe Alexander,,2008 NBA draft first round pick (#8 overall)
2008-06-26,Bucks,. Luc Richard Mbah a Moute / Luc Mbah a Moute,,2008 NBA draft second round pick (#37 overall)
2008-07-01,Bucks,,. Jake Voskuhl,contract expired
2008-07-08,Bucks,. Joe Alexander,,"signed first round pick to a 2-year, $5M contract with a 2-year, $6.3M team option"
2008-07-09,Bucks,. Luc Richard Mbah a Moute / Luc Mbah a Moute,,signed second round pick to a multi-year contract
2008-07-11,Bucks,. Andrew Bogut,,"re-signed to a 5-year, $72.5M contract extension"
2008-07-17,Bucks,. Tyronn Lue,,signed unrestricted free agent
2008-07-17,Bucks,. Malik Allen,,signed unrestricted free agent (from Mavericks)
2008-07-28,Bucks,,. Royal Ivey,lost unrestricted free agent (to 76ers)
2008-08-03,Bucks,,. Jeff Grayer,lost unrestricted free agent (to Warriors)
2008-08-13,Bucks,. Luke Ridnour. Adrian Griffin. Damon Jones,. Maurice Williams / Mo Williams. Desmond Mason,"3-team trade with Cavaliers, Sonics"
2008-08-14,Bucks,. Francisco Elson,,"signed free agent (from Sonics) to a 2-year, $3M contract"
2008-09-27,Bucks,,. Awvee Storey,lost free agent (to Nets)
2008-09-30,Bucks,. Kevin Kruger,,signed free agent
2008-09-30,Bucks,. Ron Howard,,signed free agent
2008-10-01,Bucks,,. Michael Ruffin,lost free agent (to Bulls) (date approximate)
2008-10-03,Bucks,. Matt Freije,,signed free agent
2008-10-03,Bucks,. T.J. Cummings,,signed free agent
2008-10-10,Bucks,,. T.J. Cummings,waived
2008-10-20,Bucks,,. Kevin Kruger,waived
2008-10-20,Bucks,,. Ron Howard,waived
2008-10-24,Bucks,,. Matt Freije,waived
2008-10-27,Bucks,,. Adrian Griffin,waived
2008-10-27,Bucks,. Austin Croshere,,signed free agent
2009-01-06,Bucks,,. Austin Croshere,waived
2009-02-05,Bucks,. Keith Bogans. cash,. Tyronn Lue,trade with Magic
2009-02-09,Bucks,. Eddie Gill,,signed free agent to a 10-day contract
2009-02-20,Bucks,. Eddie Gill,,re-signed to a second 10-day contract
2009-03-03,Bucks,,. Eddie Gill,contract expired
2009-04-03,Bucks,. Salim Stoudamire,,signed free agent to a multi-year contract
2009-06-23,Bucks,. Bruce Bowen. Kurt Thomas. Fabricio Oberto,. Richard Jefferson,trade with Spurs
2009-06-23,Bucks,. Amir Johnson,. Fabricio Oberto,trade with Pistons
2009-06-25,Bucks,. Brandon Jennings,,2009 NBA draft first round pick (#10 overall)
2009-06-25,Bucks,. Jodie Meeks,,2009 NBA draft second round pick (#41 overall)
2009-06-26,Bucks,. Ramon Sessions,,"team tendered qualifying offer, making player a restricted free agent"
2009-06-29,Bucks,,. Charlie Villanueva,"team declined to tender qualifying offer, making player an unrestricted free agent"
2009-07-01,Bucks,,. Damon Jones,player became an unrestricted free agent
2009-07-08,Bucks,. Jodie Meeks,,signed second round pick to a 3-year contract
2009-07-23,Bucks,. Ersan Ilyasova,,"re-signed restricted free agent to a 3-year, $7M contract"
2009-07-28,Bucks,. Brandon Jennings,,"signed first round pick to a 2-year, $4.5M contract with a 2-year, $5.7M team option"
2009-07-31,Bucks,,. Bruce Bowen,waived
2009-07-31,Bucks,,. Salim Stoudamire,waived
2009-07-31,Bucks,. Walter Sharpe. Sonny Weems. cash considerations,. Malik Allen,trade with Nuggets
2009-07-31,Bucks,. Hakim Warrick,,"signed restricted free agent (from Grizzlies) to a 1-year, $3M contract"
2009-08-17,Bucks,. Carlos Delfino. Roko-Leni Ukic / Roko Ukic,. Amir Johnson. Sonny Weems,trade with Raptors
2009-09-11,Bucks,,. Ramon Sessions,lost restricted free agent (to Timberwolves) (Bucks declined to match Timberwolves offer sheet)
2009-09-26,Bucks,. Dominic James,,signed undrafted free agent to a non-guaranteed contract
2009-09-28,Bucks,. Charles Gaines,,signed free agent
2009-09-28,Bucks,. Marcus Hubbard,,signed free agent
2009-09-28,Bucks,. Mark Tyndale,,signed free agent
2009-10-01,Bucks,,. Marcus Hubbard,waived
2009-10-01,Bucks,,. Mark Tyndale,waived
2009-10-02,Bucks,,. Charles Gaines,waived
2009-10-02,Bucks,,. Dominic James,waived
2009-10-26,Bucks,,. Walter Sharpe,waived
2009-11-02,Bucks,,. Joe Alexander,team declined contract option for 2010-11
2010-01-04,Bucks,,. Roko-Leni Ukic / Roko Ukic,waived
2010-01-18,Bucks,. Jerry Stackhouse,,signed free agent for the remainder of the season
2010-02-18,Bucks,. John Salmons. Bucks option to swap 2010 first round picks (Bulls pick protected top 10) (#15-Larry Sanders (b. 1988-11-21)). 2011 second round pick (#60-Isaiah Thomas). 2012 second round pick (#60-Robert Sacre),. Hakim Warrick. Joe Alexander. Bucks option to swap 2010 first round picks (Bulls pick protected top 10) (#17-Kevin Seraphin),trade with Bulls
2010-02-18,Bucks,. Primoz Brezec. Royal Ivey. 2010 second round pick (#37-Darington Hobson),. Francisco Elson. Jodie Meeks,trade with 76ers
